route_id,service_id,trip_id,trip_short_name
311,1,1691,IR
253,1,1770,IR
312,18,5711,R
313,1,9022,R
314,18,6456,R
315,1,3089,R
316,44,1656,IR
317,85,1988,IR
318,1,5524,R
319,44,1521,IR
320,57,7584,R
321,1,5303,R
322,86,4061,R
323,1,3007,R
244,1,8584,R
324,1,2502,R
325,1,8444,R
326,1,1638,IR-N
327,1,9436,R
328,1,4520,R
329,1,9611,R
330,52,2515,R
301,57,9105,R
331,23,1543-2,IR
332,87,8036,R
333,57,9382,R
164,1,3072,R
137,18,4045,R
334,71,9122,R
335,52,2700,R
219,88,8656,R
304,89,5626,R
277,90,5504,R
336,71,2854,R
137,1,4043,R
135,18,4314,R
337,72,1821,IR-N
338,68,1992,IR-N
141,91,4411,R
304,57,5624,R
339,92,9530,R
340,1,2567,R
341,44,1538,IR
342,57,2708,R
231,36,3076,R
343,1,5467,R
344,51,9405,R
345,51,9063-2,R
122,1,4543,R
346,1,5076,R
347,57,9480,R
235,44,1575,IR
348,1,9024,R
349,57,7401,R
350,71,2088,R
228,52,2042,R
351,1,3514,R
352,1,3024,R
353,93,1946,IR-N
251,94,5466,R
354,1,687-2,IR
355,95,1734,IR
308,1,9575,R
356,51,9347,R
357,96,1862,IR
358,57,8085,R
359,1,4104,R
360,1,4501,R
184,44,9475,R
256,57,9344,R
361,1,5105-2,R
362,1,9505,R
363,51,6313,R
364,1,9003,R
365,1,3023,R
366,1,4455,R
367,1,2235,R
368,97,5433,R
369,71,1894,IR
370,57,5110,R
371,57,3533,R
372,68,1944-1,IR-N
373,52,2071,R
328,57,4516,R
374,5,1738,IR
375,1,5001,R
332,72,8034,R
376,98,8654,R
377,1,4531,R
378,18,4301,R
379,1,9388,R
380,60,1594,IR
294,57,9615,R
103,99,1980,IR
381,1,5424-1,R
382,57,2704,R
368,1,5435,R
238,100,2384,R
383,1,8014,R
384,101,9061-2,R
385,1,7361,R
386,1,9487,R
387,1,4146-1,R
388,60,1529,IR
389,1,4094,R
272,102,7031,R
390,57,3084,R
358,57,8081,R
358,57,8087,R
391,44,1811,IR
218,103,7371,R
392,1,9006,R
343,1,5461,R
283,44,1789,IR
393,104,4365,R
394,57,9504,R
395,89,4517,R
396,1,5564,R
397,1,5106,R
398,1,367-2,IR
131,1,4048,R
273,1,9163,R
399,1,4106,R
207,1,9572,R
225,105,1756,IR-N
400,106,1588,IR
401,44,1657,IR
103,63,1984,IR
402,1,2068,R
403,1,4537,R
404,1,1771,IR
405,72,8393,R
406,107,1061,R
407,89,4514,R
105,108,1582,IR
408,1,2048,R
409,1,2183,R
410,109,8376,R
411,110,1630,IR
412,1,2412-1,R
413,44,1545-2,IR
103,85,1986,IR
414,44,1645,IR
415,1,5214-1,R
416,51,1555,IR
417,1,4302,R
418,57,5103,R
46,111,4584,R
378,1,4303,R
419,1,8653,R
420,1,4112,R
421,112,4583,R
422,113,9026,R
423,114,2606,R
424,115,1947-2,IR-N
425,57,9557,R
426,1,1748,IR
46,52,4586,R
106,1,1632,IR
198,56,4317,R
215,57,9364,R
427,1,4507,R
428,1,5734,R
429,52,9486,R
430,57,3532,R
431,51,1720,IR
432,1,9616-1,R
433,1,4101,R
434,1,2603,R
435,1,2046,R
436,1,2101,R
235,71,1571,IR
336,116,2860,R
437,71,1559,IR
438,52,1550-1,IR
439,1,7568,R
279,1,9164,R
440,1,1639,IR-N
441,44,1863-2,IR
412,51,2416-1,R
442,1,5071,R
443,44,1572,IR
444,1,9106,R
445,117,5474,R
446,51,9139,R
447,87,1921-2,IR-N
307,1,1790,IR
448,118,2437,R
449,1,3082,R
219,119,8650,R
450,1,2095,R
451,120,8023,R
452,18,5712,R
453,119,1923-2,IR
454,1,4103,R
131,56,4050,R
455,121,5612,R
439,1,7572,R
456,1,1725-2,IR
457,52,6314,R
343,1,5463,R
311,1,1693,IR
458,1,4506,R
224,57,1595,IR
459,51,2076,R
442,57,5073,R
460,1,5563-2,R
245,1,2209,R
276,122,4305,R
228,1,2050,R
461,51,4486,R
462,123,1064,R
463,100,1925,IR
464,124,1854-1,IR
465,57,5304,R
466,125,8004,R
467,126,9373,R
135,1,4316,R
468,44,1624,IR
469,57,2707,R
470,127,1589,IR
196,128,9472,R
410,109,8378,R
471,1,686,IR
472,1,9608,R
473,44,1834-1,IR
234,1,37630,R
474,126,5471,R
256,57,9352,R
475,18,8002,R
261,1,1667,IR-N
476,67,4528,R
477,129,3642,R
478,1,3543,R
479,1,5051,R
320,57,7588,R
480,130,6451,R
481,51,4330,R
260,18,4654,R
283,1,1783,IR
482,1,7364,R
483,18,6502,R
282,131,8201,R
484,132,1552,IR
251,1,5460,R
485,1,3011,R
486,1,472-1,IR-N
487,51,2075,R
427,133,4503,R
488,1,2415,R
251,1,5464,R
467,57,9371,R
489,51,1838-1,IR-N
446,1,9137,R
137,1,4047,R
490,1,8204,R
419,134,8657,R
491,68,1952,IR-N
249,135,4653,R
492,1,9669,R
493,52,1537,IR
224,1,1597,IR
494,18,4704,R
495,136,2594,R
496,137,9389,R
497,1,5560,R
134,1,4540,R
498,57,9501,R
109,138,1585,IR
499,1,8592,R
500,1,5412,R
261,1,1663,IR
501,63,1931-2,IR-N
403,57,4533,R
502,44,1688,IR
503,51,9064,R
245,1,2211,R
504,1,4453,R
505,104,5442,R
105,44,1682,IR
506,44,1891,IR
507,57,5032,R
508,139,5402,R
509,1,37647,R
510,72,8031,R
511,1,5423,R
512,57,5204-1,R
346,18,5056,R
513,1,72-1,IR
514,1,146-1,IR
515,1,3085,R
516,1,2039-2,R
517,44,3003,R
518,1,9111,R
519,140,3115,R
248,1,3004,R
520,1,2501,R
521,141,9123,R
483,142,6504,R
522,44,2857,R
523,1,1766-1,IR-N
524,1,2038,R
286,102,7034,R
525,1,6811,R
526,1,9694,R
406,1,1063,R
527,143,2481,R
310,57,5031,R
277,1,5502,R
528,44,2383,R
529,144,4143,R
439,1,7566,R
530,71,1887,IR
531,1,8443,R
532,44,1546,IR
533,1,4530,R
478,1,3547,R
534,1,6415,R
535,57,2709,R
536,1,5212-1,R
537,1,9021,R
538,64,5584,R
396,145,5566,R
539,1,8153,R
436,1,2103,R
307,1,1786,IR
540,1,3086,R
541,52,2564-1,R
279,1,9160,R
542,146,8096,R
128,18,4412,R
258,72,8385,R
134,1,4550,R
369,1,1890,IR
543,57,5021,R
405,147,8387,R
544,57,2381,R
545,1,1724,IR
546,44,1859,IR
547,44,9533,R
339,51,9532,R
321,89,5305,R
548,57,9192,R
549,116,2086,R
267,1,5024,R
550,57,5210,R
307,1,1782,IR
200,104,4076,R
242,1,4064,R
432,1,9618-1,R
551,1,366-1,IR
141,1,4403,R
343,94,5465,R
552,52,9134,R
553,1,1948,IR
554,1,5583,R
223,142,6503,R
444,57,9110,R
536,1,5208-1,R
555,99,1941-2,IR-N
405,148,8801,R
556,1,3075,R
410,108,8380,R
154,51,4338,R
557,149,5606,R
244,1,8586,R
558,57,2871,R
405,72,8383,R
308,1,9193,R
559,1,2516,R
560,1,2442-1,R
131,150,4092,R
561,52,2851,R
562,1,9303,R
563,1,2302,R
564,1,3536,R
294,1,9619,R
324,1,2504,R
314,18,6452,R
565,44,1823,IR
566,151,4524,R
567,1,8594,R
273,1,9171,R
396,1,5562,R
423,1,2608,R
568,18,5413,R
569,1,9132,R
244,1,8580,R
570,118,2438,R
318,18,5520,R
571,23,1736-1,IR
444,1,9104,R
418,1,5107,R
572,1,4485,R
573,57,4523,R
241,1,9664,R
574,1,2855,R
575,63,8345-2,R
517,1,3009,R
381,1,5422-1,R
576,1,9113,R
577,152,4142-1,R
168,52,4311,R
578,153,8003,R
450,116,2091,R
168,1,4091,R
410,72,8396,R
579,1,2560-1,R
580,1,3545,R
581,1,143-2,IR
582,154,5443,R
583,155,8693,R
530,1,1889,IR
249,53,4651,R
584,1,2069,R
141,1,4405,R
432,1,9620-1,R
585,1,5627,R
215,57,9362,R
586,63,1961-2,IR-N
318,1,5526,R
310,57,5037,R
293,1,6414,R
587,18,5701,R
588,1,3001,R
193,1,7567,R
307,1,1788,IR
589,57,9028,R
590,116,2436,R
467,57,9359,R
591,57,4515,R
451,156,8015,R
405,157,8397,R
592,1,9306,R
307,158,1784,IR
313,89,9032,R
593,1,1949,IR
594,63,1994,IR
282,1,8203,R
595,1,3511,R
217,1,9341,R
315,1,3083,R
596,63,1971-2,IR
245,57,2205,R
272,1,7035,R
597,159,9120,R
598,18,5414,R
310,57,5035,R
467,52,9367,R
531,1,8595,R
332,160,8032,R
410,77,8370,R
599,44,1866,IR
600,156,8016,R
601,161,8086,R
602,1,4504,R
390,1,3080,R
243,1,1668,IR-N
259,1,3116,R
603,162,5403,R
604,1,2079,R
243,44,1664,IR
605,1,9551,R
222,1,8123,R
606,1,4482,R
607,1,4306,R
522,71,2853,R
608,1,9025,R
609,119,2593,R
432,1,9614-1,R
104,63,1983,IR
601,163,8082,R
610,18,5710,R
611,164,1744,IR
612,1,2850,R
215,57,9372,R
613,57,1895,IR
579,52,2562-1,R
371,1,3535,R
614,160,5505,R
615,1,2234,R
616,1,2568-1,R
617,1,5522,R
585,57,5623,R
618,1,5404-1,R
363,52,6315,R
619,44,1833,IR
245,1,2201,R
563,57,2312,R
620,1,5072,R
510,87,8033,R
621,1,1732,IR
622,57,3091,R
623,57,3728,R
624,165,6401,R
559,1,2514,R
625,1,1731-2,IR
283,1,1793,IR
308,1,9577,R
626,1,8154,R
385,166,7365,R
627,1,3546,R
419,119,8651,R
628,1,1835,IR
493,23,1737,IR
629,1,9102,R
230,63,8800,R
454,1,4105,R
630,45,4332,R
256,1,9342,R
631,101,9062,R
386,167,9481,R
632,168,1922,IR-N
120,1,4333,R
135,1,4312,R
269,63,1937-2,IR
633,1,74-1,IR
629,1,9108,R
135,51,4324,R
358,163,8083,R
634,99,1963-2,IR-N
635,87,8346,R
195,128,9471,R
636,1,2214,R
418,1,5111,R
614,169,5501,R
637,170,1654,IR-N
638,44,1646,IR
395,89,4519,R
639,171,2609,R
395,1,4505,R
439,57,7574,R
640,1,2441,R
578,172,8025,R
343,173,5481,R
214,174,6442,R
641,1,4372,R
122,1,4549,R
642,1,1662,IR
390,1,3088,R
244,1,8582,R
315,57,3087,R
193,1,7571,R
643,1,1826,IR
644,1,6822,R
645,1,6823-2,R
108,44,1631,IR
490,1,8202,R
646,18,4441,R
344,137,9403,R
461,175,4484,R
647,71,3747,R
648,176,1861-2,IR
649,1,4513,R
650,101,9402,R
651,44,1648,IR-N
652,63,1928,IR
535,1,2713,R
653,177,4483,R
654,57,4510,R
614,1,5503,R
655,44,1818-1,IR
141,51,4413,R
363,178,6311,R
636,1,2212,R
220,51,2571,R
474,117,5473,R
405,179,8389,R
656,1,2081,R
657,57,9404-1,R
620,57,5074,R
538,1,5582,R
547,180,9535,R
658,44,1812-1,IR
659,60,1528,IR
660,181,9011,R
299,149,5601,R
529,1,4141,R
367,1,2231,R
624,1,6405,R
661,57,2074,R
465,1,5306,R
108,1,1633,IR
662,44,1658,IR
663,182,4065,R
109,44,1683,IR
664,51,9507,R
665,1,2602,R
410,183,8368,R
666,51,2518,R
667,23,9004,R
668,149,5733,R
669,68,1932,IR-N
670,44,1539-2,IR
505,154,5444,R
671,1,4521,R
410,85,8366,R
109,1,1587,IR
672,44,1858,IR
627,1,3550,R
336,57,2852,R
673,1,3501,R
674,63,1970,IR
216,1,1751,IR
370,1,5112,R
675,52,3530,R
676,63,1953-2,IR-N
521,71,9121,R
677,136,2595,R
678,1,5002,R
627,1,3542,R
679,63,1929-2,IR
668,184,5731,R
568,1,5411,R
680,57,2188,R
141,185,4415,R
105,1,1584,IR
681,52,9138,R
682,18,4110,R
294,1,9617,R
683,186,1880,IR
684,187,6443,R
685,188,1852-1,IR
680,1,2184,R
271,1,5527,R
686,1,79-2,IR-N
687,1,3503,R
191,189,4073,R
688,52,2027,R
689,1,2031,R
690,1,9030,R
691,119,2592,R
692,190,3746,R
462,1,1062,R
428,191,5730,R
128,1,4406,R
421,52,4585,R
693,1,8122,R
694,1,1592,IR
695,53,3646,R
168,1,4313,R
307,158,1780,IR
467,192,9365,R
696,1,3117,R
697,1,5565-2,R
698,1,5005,R
225,193,1758,IR-N
601,57,8080,R
575,108,8343-2,R
699,62,2093,R
700,1,2443,R
271,1,5525,R
405,194,8381,R
701,1,4102,R
702,1,8091,R
321,57,5301,R
220,1,2561,R
105,195,1580,IR
600,156,8012,R
703,196,1641,IR-N
443,44,1574,IR
704,1,5202,R
705,197,4702,R
706,198,460,IR-N
134,1,4548,R
707,57,1551,IR
109,1,1583,IR
650,51,9406,R
708,1,5302,R
709,1,364-1,R
430,57,3534,R
710,1,2444-1,R
711,51,2028-1,R
385,199,7385,R
712,57,7372,R
713,44,1522,IR
714,52,3114,R
259,71,3118,R
715,1,347-2,IR-N
217,57,9349,R
716,1,4113-2,R
636,57,2208,R
717,1,368-1,R
314,200,6454,R
411,60,1634,IR
403,1,4535,R
277,1,5508,R
718,1,6404,R
482,1,7360,R
719,1,2082,R
380,1,1596,IR
554,201,5581,R
328,1,4518,R
283,44,1791,IR
368,1,5431,R
418,57,5109,R
409,1,2181,R
381,1,5420-1,R
720,99,1985,IR
721,51,1837,IR-N
722,1,1753,IR
723,1,3002,R
273,1,9161,R
134,1,4542,R
724,1,5010,R
725,1,9302,R
279,57,9166,R
726,1,2102,R
580,52,3541,R
221,18,4366,R
668,1,5735,R
592,1,9304,R
727,1,2064,R
579,1,2570-1,R
513,1,78-1,IR-N
728,1,1836,IR
729,1,1745,IR
410,99,8374,R
557,57,5602,R
730,52,9502,R
731,1,2061-2,R
732,18,4111-2,R
733,52,9483,R
225,1,1754,IR
734,1,8585,R
735,1,3548,R
482,1,7366,R
726,1,2104,R
735,52,3544,R
718,1,6402,R
144,1,4336,R
736,116,5206,R
707,202,1557,IR
737,170,1653,IR-N
245,142,2207,R
738,1,8090-1,R
739,1,3500,R
740,1,9435,R
741,52,2511,R
742,1,3073,R
385,51,7363,R
743,1,5101,R
744,1,75-2,IR
734,1,8587,R
241,1,9668,R
745,44,9534,R
141,1,4409,R
746,80,1969,IR
697,1,5561-2,R
747,1,9695,R
327,203,9434,R
636,142,2210,R
304,89,5620,R
480,18,6455,R
748,57,5205,R
635,72,8344,R
749,1,1752,IR
750,1,1746,IR
534,1,6413,R
506,1,1897,IR
751,204,8655-2,R
534,53,6411,R
398,1,407-2,IR-N
752,1,2080,R
753,1,4373,R
754,1,473-2,IR-N
665,1,2610,R
480,18,6457,R
755,44,1819,IR
756,1,9103,R
626,1,8152,R
208,1,9556,R
757,205,4703,R
758,206,3745,R
445,126,5472,R
405,72,8395,R
168,57,4315,R
759,44,1534,IR
547,51,9531,R
760,1,3630,R
761,1,2043,R
762,52,9340,R
734,1,8581,R
763,207,2706,R
215,57,9360,R
269,1,1586,IR
764,95,1739,IR
765,1,2185,R
766,51,1721-2,IR
767,1,2517,R
275,208,5721,R
530,44,1885,IR
768,53,3645,R
272,1,7037,R
769,44,1824,IR
636,1,2204,R
770,1,5104,R
478,1,3549,R
298,1,9387,R
740,1,9433,R
298,52,9385,R
314,18,6458,R
771,1,2182,R
410,147,8386,R
261,44,1665,IR
533,1,4536,R
410,209,8398,R
618,1,5406-1,R
772,210,5611,R
435,1,2374,R
499,1,8596,R
773,211,1642,IR-N
258,87,8803,R
774,1,346-1,IR-N
775,1,9381,R
776,1,1540-1,IR
777,186,1558,IR
778,51,5216,R
167,1,4337,R
779,1,1090,R
443,71,1576,IR
492,212,9665,R
780,44,1722,IR
781,213,4062,R
782,57,9109,R
783,214,2482,R
784,79,2021,R
665,1,2604,R
283,1,1795,IR
785,57,1544,IR
786,1,2705,R
404,1,1773,IR
787,1,2041,R
480,18,6453,R
451,215,8011,R
279,1,9172,R
340,1,2563,R
370,1,5108,R
788,89,9031,R
215,51,9368,R
493,44,1535,IR
788,1,9027,R
789,1,8013,R
790,216,4109,R
791,217,402-1,IR-N
698,1,5007,R
615,218,2232,R
502,63,1936,IR
277,160,5506,R
792,89,5308,R
483,18,6506,R
761,1,2045,R
793,44,9001,R
794,1,3512,R
199,219,4318,R
137,18,4041,R
795,63,1945-2,IR-N
796,1,3005,R
528,68,2385,R
201,1,36322,R
509,1,37651,R
797,1,5432,R
585,57,5625,R
798,1,1532,IR
799,1,5405,R
800,61,1964,IR-N
801,1,1825,IR
802,123,401,IR-N
457,51,6312,R
134,1,4552,R
803,1,1787,IR
128,116,4416,R
196,57,9478,R
804,1,2089,R
520,1,2503,R
805,129,3643,R
336,1,2856,R
410,72,8384,R
806,1,9112,R
807,51,4442,R
466,220,8024,R
808,173,5482,R
428,1,5732,R
809,1,4508,R
810,221,1741,IR-N
811,52,2072,R
279,1,9162,R
507,57,5036,R
686,1,73-2,IR
812,222,2087,R
286,1,7038,R
767,23,2513,R
734,1,8583,R
467,57,9361,R
529,1,4145,R
410,72,8394,R
693,18,8124,R
813,1,1765,IR-N
557,1,5608,R
369,1,1892,IR
814,44,9484,R
815,223,1853,IR
587,1,5703,R
816,224,8093,R
492,1,9663,R
302,225,8001,R
387,1,4144-1,R
393,18,4457,R
382,23,2702,R
817,137,9384,R
467,52,9363,R
818,1,1531,IR
507,57,5034,R
819,226,1924,IR
683,44,1888,IR
411,44,1636,IR
